,stock number,population name,species,esu/dps name,federal status,listing date,salmon recovery region,major population grouping,population goals,population history,run_timing_LH,stock definition,stock data description,stock spawning distribution,stock genetic analysis description
54,2300,Hood Canal Summer Chum,Chum,Hood Canal Summer Run Chum,Threatened,3/25/1999,Hood Canal,NA,NA,NA,Summer Chum,"The Hood Canal Summer Chum population includes sub-populations from Big & Little Quilcene Rivers, Dosewallips River, Duckabush River, Hamma Hamma River, Lilliwaup Creek, Big Beef Creek, Anderson Creek, Dewatto River, Tahuya River, Union River, Skokomish River, and Finch Creek. One distinguishing characteristic of this group of summer chum populations is an early nearshore marine area, adult run timing (early August into October). This early timing creates a temporal separation from the more abundant indigenous fall chum stocks which spawn in the same area, allowing for reproductive isolation between summer and fall chum stocks in the region (WDF et al. 1993). The distance between summer chum spawning tributaries of Hood Canal and the rest of the Puget Sound streams creates a geographical separation among the stocks.",NA,NA,"Hood Canal and Strait of Juan de Fuca summer chum populations are one of three genetically distinct lineages of chum salmon in the Pacific Northwest region (Johnson et al. 1997). WDFW has concluded that the Hood Canal and Strait of Juan de Fuca summer chum comprise a distinct major ancestral lineage, defined as stocks whose shared genetic characteristics suggest a distant common ancestry, and substantial reproductive isolation from other chum lineages (Phelps et al.1995, WDFW 1995). NMFS (Johnson et al. 1997) has designated Hood Canal and Strait of Juan de Fuca summer chum as an evolutionarily significant unit, based upon distinctive life history and genetic traits.  Genetic differences between summer chum and all other chum stocks in the U.S. and British  Columbia are a result of long-standing reproductive isolation of the Hood Canal and Strait of Juan  de Fuca summer chum populations (Tynan 1992). This isolation has been afforded by a  significantly different migration and escapement timing, and geographic separation from other chum  stocks in the Pacific Northwest (Tynan 1992, Johnson et al. 1997)."
55,2309,Northeast Hood Canal Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Odd yrs: EG=3,300.  Even yrs: EG=3,900.",This is a mixed stock with composite production. Extensive releases of hatchery-origin fall chum in northeast Hood Canal streams may have affected the genetic composition of the stock.,Fall Chum,Northeast Hood Canal fall chum were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on live spawner counts in index areas on Anderson, Big Beef, Seabeck and Stavis creeks.","Most spawning takes place in Anderson, Big Beef, Seabeck and Stavis creeks.",Allozyme analysis of Northeast Hood Canal fall chum (Big Beef Creek) has shown them to be genetically distinct from fall chum stocks on the west side of Hood Canal but not from other eastside Hood Canal stocks (Phelps et al 1995).
56,2319,Dewatto Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Odd yrs: EG=2,000.  Even yrs: EG=2,700.",This is a mixed stock with composite production. Extensive releases of non-native hatchery-origin fall chum into the Dewatto River may have affected the genetic composition of the stock.,Fall Chum,Dewatto fall chum were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on live spawner counts in index areas on the lower mainstem Dewatto and in two tributaries, Shoe and White creeks.",Most spawning takes place in the lower mainstem Dewatto and in Shoe and White creeks.,Allozyme analysis of Dewatto fall chum has shown that the stock contributes to the genetic heterogeneity with Hood Canal but not all pairwise comparisons with other Hood Canal fall chum stocks show significant differences (Phelps et al. 1995).
57,2357,Southeast Hood Canal Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Odd yrs: EG=9,800.  Even yrs: EG=13,550.",This is a mixed stock with composite production. Extensive releases of non-native hatchery fall chum into southeast Hood Canal streams may have affected the genetic composition of the stock.,Fall Chum,Southeast Hood Canal fall chum were recognized as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on live spawner counts in index areas in the Union and Tahuya rivers and in Stimson, Big and Little Mission, Twanoh, Alderbrook, Rendsland and Caldervin creeks.","Most spawning takes place in the lower two miles of the Union and Tahuya rivers and in Stimson, Big and Little Mission, Twanoh, Alderbrook, Rendsland and Caldervin creeks.","Allozyme analysis of Southeast Hood Canal fall chum (Big Mission Creek, Little Mission Creek and Tahuya River collections) has shown that Big Mission Creek fish are distinct from the other two subpopulations within the stock (Phelps et al 1995)."
58,2396,Lower Skokomish Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Skokomish basin fall chum goals.  Odd yrs: EG=7,100.  Even yrs: EG=9,800.","This is a mixed stock with composite production. George Adams Hatchery (located on Purdy Creek, a lower Skokomish River tributary) and McKernan Hatchery (located on Weaver Creek, another lower Skokomish tributary) exchange fall chum eggs and receive eggs from Hoodsport Hatchery when their egg take goals are not met. Repeated releases of Hoodsport Hatchery fall chum into the lower Skokomish River may have significantly altered the genetic composition of the Lower Skokomish fall chum stock.",Fall Chum,Lower Skokomish fall chum were identified as a stock based on their distinct spawning distribution and early spawning timing compared with the timing for Upper Skokomish late fall chum.,Data type description needed.,Most spawning takes place in Purdy and Weaver creeks and in the lower mainstem Skokomish River.,No genetic analysis has been conducted on Lower Skokomish fall chum.
59,2399,Upper Skokomish Late Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Skokomish basin fall chum goals.  Odd yrs: EG=7,100.  Even yrs: EG=9,800.",This is a native stock with wild production.,Fall Chum,"Upper Skokomish late fall chum were identified as a stock based on their distinct spawning distribution, later river entry and spawning timing, and their genetic composition.","Data are total escapement estimates based on live spawner counts in index areas on the North Fork Skokomish River, Richert Springs, Swift Creek and Vance Creek.",Spawning occurs in most tributaries of the Skokomish system below the Cushman Dam on the North Fork. Spawning is concentrated in the lower 4.7 miles of the North Fork Skokomish.,"Allozyme analysis has shown that North Fork Skokomish fall chum contribute to the genetic heterogeneity with Hood Canal, but not all pairwise comparisons with other Hood Canal fall chum stocks show significant differences (Phelps et al. 1995)."
60,2423,West Hood Canal Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Odd yrs: EG=7,900.  Even yrs: EG=10,800.",This is a mixed stock with composite production. Intense hatchery introductions and straying from the nearby Hoodsport Hatchery stock into these streams have probably either established introduced runs or impacted native chum such that they can no longer be distinguished from the hatchery stock.,Fall Chum,West Hood Canal fall chum were identified as a stock based on their distinct spawning distribution. Most spawning streams are close enough in proximity to allow gene flow among them.,"Data are total escapement estimates based on live spawner counts in index areas on Hill, Clark, Miller, Sund, Little Lilliwaup, Lilliwaup, Eagle and Jorsted creeks.","Spawning takes place in numerous small, independent west Hood Canal streams including Hill, Clark, Miller, Sund, Little Lilliwaup, Eagle and Jorsted creeks.",West Hood Canal fall chum are genetically indistinguishable from Hoodsport Hatchery fall chum (Phelps et al. 1995). Separate stock status is based on the geographic distances among these streams and other chum-bearing streams in Hood Canal and the likely degree of reproductive isolation from other Hood Canal fall chum stocks.
61,2440,Hamma Hamma Late Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Odd yrs: EG=7,600.  Even yrs: EG=10,050.",This is a native stock with wild production.,Fall Chum,Hamma Hamma late fall chum were identified as a stock based on their distinct spawning distribution and somewhat late run timing and spawning timing.,"Data are total escapement estimates based on live spawner counts in index areas on the Hamma Hamma and John Creek, a tributary.",Most spawning takes place in the lower mile of the Hamma Hamma River and in John Creek.,Allozyme analysis has shown that there is considerable genetic variation within Hood Canal fall chum stocks. Pairwise comparisons of Hamma Hamma late fall chum with other Hood Canal fall chum stocks do not always show significant differences (Phelps et al. 1995).
62,2451,Duckabush Late Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,Odd yrs: EG=650.  Even yrs: EG=900.,This is a native stock with wild production.,Fall Chum,Duckabush late fall chum were identified as a stock based on their distinct spawning distribution and somewhat late return and spawning timing.,"Data are total escapement estimates based on live spawner counts in index areas on the Duckabush River, Fulton Creek, an independent stream located south of the Duckabush, and Pierce Creek, an independent stream north of the Duckabush.",Most spawning takes place mainly in the lower mile of the Duckabush River and in Fulton and Pierce creeks.,No genetic analysis has been done on Duckabush late fall chum.
63,2484,Dosewallips Late Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,Odd yrs: EG=600. Even yrs: EG=850.,This is a native stock with wild production.,Fall Chum,Dosewallips late fall chum were identified as a stock based on their distinct spawning distribution and somewhat late return and spawning timing.,Data are total escapement estimates based on live spawner counts in index areas on the lower Dosewallips River.,Most spawning takes place in the lower mile of the Dosewallips River.,Allozyme analysis has shown that there is considerable genetic variation within Hood Canal fall chum stocks. Pairwise comparisons of Dosewallips late fall chum with other Hood Canal fall chum stocks do not always show significant differences (Phelps 1995).
64,2495,Quilcene Late Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Odd yrs: EG=950.  Even yrs: EG=1,250.",This is a mixed stock with composite production. Spawners include hatchery-origin chum from the Quilcene National Fish Hatchery on the Big Quilcene River.,Fall Chum,Quilcene late fall chum were identified as a stock based on their distinct spawning distribution and somewhat late return and spawning timing.,"Data are total escapement estimates based on live spawner counts in index areas on the Big Quilcene and Little Quilcene rivers and on Spencer and Jackson creeks, two independent streams.",Most spawning takes place in lower two miles of the Big Quilcene and Little Quilcene rivers. Spawning also takes place in Walcott Slough and the lower reaches of Jackson and Spencer creeks.,Allozyme analysis has shown that there is considerable genetic variation within Hood Canal fall chum stocks. Pairwise comparisons of Quilcene and Walcott National Fish Hatchery fall chum with other Hood Canal stocks do not always show significant differences (Phelps et al. 1995).
65,2500,Strait of Juan de Fuca Summer Chum,Chum,Hood Canal Summer Run Chum,Threatened,3/25/1999,Hood Canal,NA,NA,NA,Summer Chum,"The Strait of Juan de Fuca Summer Chum population includes sub-populations from the Dungeness River, Jimmycomelately Creek, Snow and Salmon Creeks, and Chimacum Creek.",NA,NA,NA
66,2539,Dungeness/East Strait Tribs Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,Dungeness EG=500; Misc 4B-6B streams EG=950,This is a native stock with wild production.,Fall Chum,Dungeness/East Strait Tribs fall chum were identified as a stock based on their distinct spawning distribution.,Data are the highest one-day live+dead counts in a one-mile section of Beebe Creek beginning in 1997.,"Spawning takes place in the lower Dungeness and in a small channel, locally known as Beebe Creek, that drains into Matriotti Creek (a lower Dungeness tributary). There have been reports of chum spawning in nearby independent tributaries including McDonald, Siebert, Bagley and Morse creeks.",No genetic analysis has been done on Dungeness/East Strait Tribs fall chum.
67,2550,Elwha Fall Chum,Chum,Puget Sound/Strait of Georgia Chum,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,Included in Misc 4B-6B streams EG of 950,"This is a native stock with wild production. The Elwha Tribe`s hatchery had a chum program (circa 1980) that used primarily Hood Canal (Walcott Slough, near the Quilcene River) fish and some native Elwha and Lyre fall chum.",Fall Chum,Elwha fall chum were identified as a stock based on their distinct spawning distribution.,NA,Most spawning takes place in the lower mile of the Elwha River.,Allozyme analysis has shown that Elwha fall chum resemble Quilcene late fall chum.
68,2561,Lyre Fall Chum,Chum,Pacific Coast Chum,Not Warranted,3/10/1998,Puget Sound,No MPG Specified,Included in Misc 4B-6B streams EG of 950,This is a native stock with wild production.,Fall Chum,Lyre fall chum were identified as a stock based on their distinct spawning distribution.,This stock is not currently monitored.,Most spawning takes place mainly in the lower 2.5 miles of the Lyre River.,Allozyme analysis has shown that Lyre fall chum are genetically distinct from all other Washington chum stocks examined.
69,2567,Deep Creek/East & West Twin Fall Chum,Chum,Pacific Coast Chum,Not Warranted,3/10/1998,Puget Sound,No MPG Specified,Included in Misc 4B-6B streams EG of 950,This is a native stock with wild production.,Fall Chum,Deep Creek/East & West Twin fall chum were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on counts of live plus dead spawners in Deep Creek from RM 0.2 to 2.5. High flows and turbidity make consistent survey effort difficult in November and December.,Most spawning takes place in lower Deep Creek.,Allozyme analysis has shown that Deep Creek/East & West Twin fall chum are genetically distinct from all other Washington chum stocks examined (Phelps et al. 1995).
70,2572,Pysht Fall Chum,Chum,Pacific Coast Chum,Not Warranted,3/10/1998,Puget Sound,No MPG Specified,Included in Misc 4B-6B streams EG of 950,This is a native stock with wild production.,Fall Chum,Pysht fall chum were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on live plus dead spawner counts in the mainstem Pysht from RM 8.5 to 11.0. High flows and turbidity make consistent survey difficult in November and December.,Most spawning takes place from RM 6.0 to 12.0 of the mainstem Pysht River.,Allozyme analysis has shown that Pysht fall chum are genetically distinct from all other Washington chum stocks examined.
71,2583,Hoko/Clallam/Sekiu Fall Chum,Chum,Pacific Coast Chum,Not Warranted,3/10/1998,Puget Sound,No MPG Specified,Included in Misc 4B-6B streams EG of 950,This is a native stock with wild production.,Fall Chum,Hoko/Clallam/Sekiu fall chum were identified as a stock based on their distinct spawning distribution.,Fall chum are not monitored for spawning escapement in the Hoko/Clallam/Sekiu rivers. Fall chum have been observed spawning in some of the WDFW coho index areas but in very low numbers.,Most spawning takes place in the lower eight miles of the Hoko River. Spawning chum have been recorded in the Clallam River and are thought to utilize the Sekiu River as well.,No genetic analysis has been done on Hoko/Clallam/Sekiu fall chum.
72,3020,Nooksack Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"EG=9,000 adults","This is a mixed stock with composite production. Various non-native hatchery-origin stocks, including Baker (Skagit), Skagit, Skykomish and Dungeness coho, were released into Kendall Creek on the North Fork Nooksack between 1952 and 1992. Non-native hatchery-origin coho from the Kalama, Samish, May Creek, Skagit, Clark Creek, and Skykomish systems were released from the Skookum Creek Hatchery into the South Fork Nooksack between 1974 and 1995. A native component may exist in the upper North Fork Nooksack (Small 2003).",Coho,Nooksack coho were identified as a stock based on their distinct spawning distribution.,"Historical annual escapement estimations that have been generated for management purposes used undocumented methodologies, with unknown precision and accuracy. The utility of the estimates as either absolute escapement values or relative indices of escapement is unknown at this time.",Spawning takes place in suitable and accessible habitat throughout the Nooksack River system.,"Microsatellite DNA analysis has been conducted on collections of adult coho spawning naturally in the Nooksack and Samish rivers and of adults returning to hatcheries in the Nooksack system (Small 2003). Comparisons were made among coho spawning just above RM 48 in the North Fork Nooksack, coho spawning above RM 61 in the North Fork Nooksack, coho at the Kendall Creek Hatchery (North Fork Nooksack RM 46), at the Skookum Creek Hatchery (South Fork Nooksack), and coho spawning in the Samish River at RM 10.5. Results of the analysis indicate that a genetically distinct, perhaps native, coho population exists in the upper North Fork Nooksack (>RM 61). Spawners sampled from just above RM 48 in the North Fork Nooksack were more similar to fish from the hatchery collections than they were to fish from the North Fork Nooksack above RM 61. Coho spawning in the Samish River also resembled Nooksack hatchery coho."
73,3030,Samish Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"EG=4,000 adults","This is a mixed stock with wild production. Non-native coho (Skagit, Skykomish, Green River (Duwamish), Pilchuck, and Big Beef Creek (Hood Canal) coho were released from the Samish Hatchery or into the Samish basin until 1979. The Samish Hatchery coho program was terminated in 1977.",Coho,Samish coho were identified as a stock based on their distinct spawning distribution. Stock identification is supported by recent genetic analysis.,Data are total escapement estimates based on live spawner counts in index reaches and/or Samish Hatchery rack passage counts.,Spawning takes place throughout the Samish River system.,"Microsatellite DNA analysis of coho spawning naturally in the Samish River in 1997 and 1998 indicated that they were similar to hatchery coho from the Kendall Creek and Skookum Creek hatcheries in the Nooksack River system (Small 2003). This result suggests that Samish coho are a mixture of hatchery releases and, presumably, of native fish."
74,3033,North Puget Sound Tribs Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"EG=1,000 adults",This is a mixed stock with wild production. Various non-native hatchery-origin coho stocks were released into north Puget Sound tributaries between 1956 and 1979.,Coho,North Puget Sound Tribs coho were identified as a stock based on their distinct spawning distribution.,NA,"Spawning takes place in Dakota, California, Chuckanut, Oyster, and Colony creeks.",No genetic analysis has been done on North Puget Sound Tribs coho.
75,3035,Orcas Island Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,No goal established,This is a stock of unknown origin with wild production.,Coho,Orcas Island coho were identified as a stock based on their distinct spawning distribution.,NA,Spawning takes place in Cascade Creek and perhaps in other Orcas Island streams.,No genetic analysis has been done on Orcas Island coho.
76,3037,Whidbey Island Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,No goal established,This is a stock of unknown origin with wild production.,Coho,Whidbey Island coho were identified as a stock due to their distinct spawning distribution.,NA,Spawning takes place in Maxwelton Creek and perhaps in other streams on southern Whidbey Island.,No genetic analysis has been done for Whidbey Island coho.
77,3040,Skagit Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Critical runsize range - If Ocean Age 3 (OA3) runsize < 22,857, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 62,500, then max total exploit = 35 %.  Normal runsize range - If Ocean Age 3 (OA3) runsize = or > 62,",This is a native stock with composite production. The WDFW Marblemount Hatchery has generally used native Skagit coho for broodstock.,Coho,Skagit coho were identified as a stock 1992 due to their distinct spawning distribution.,"Data are the annual sum of season-cumulative fish-days values from 20 survey indices in the basin (Nookachamps Cr, Mundt Cr, Walker Cr, Unnamed stream 03.0241, Wiseman Cr., Anderson Cr, Sorenson Cr, Parker Cr, Jones Cr, Etach Cr., Hilt Cr, Mouse Cr., Unnamed stream 03.0189, Unnamed stream 03.1094, and County Line Ponds). Basin total escapement estimates are derived annually for management purposes, but precision and accuracy concerns with these estimates currently preclude their use for abundance trend analysis.",Spawning takes place throughout the Skagit River basin below the Gorge Dam.,"Allozyme analyses on coho collected in the late 1980s and early 1990s show that significant genetic differences exist within the basin, indicating that multiple coho stocks are present in the Skagit basin (David Teel, NMFS, personal communication).  All Skagit coho collections show similarities to one another and are quite different from South Puget Sound, Strait of Juan de Fuca and Columbia River coho (David Teel, NMFS, personal communication)."
78,3060,Stillaguamish Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Critical runsize range - If Ocean Age 3 (OA3) runsize < 9,385, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 20,000, then max total exploit = 35 %.  Normal runsize range - If Ocean Age 3 (OA3) runsize = or > 62,5","This is a mixed stock with wild production. Skagit, Skykomish, Samish, Green River (Duwamish), and Issaquah Creek hatchery-origin coho were released into the Stillaguamish drainage from the early 1950s to 1981. Hybridization between the native stock and introduced non-native stocks may have occurred.",Coho,Stillaguamish coho were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on cumulative fish-days counts in index reaches (Unnamed stream 05.0030, Fish Cr, Unnamed streams 05.0064, 05.0150, and 05.0152, Furland Cr, Ashton Cr, Brown`s Cr, Unnamed stream 05.0338C, Naval Base Cr (05.0339), Jordan Cr, Unnamed stream 05.0358A, Tiger Cr, Bensen Cr, Hemple Cr, Schweitzer Cr, and unnamed stream 05.0434B).",Spawning takes place throughout the basin unless access is blocked by natural or man-made barriers. Some important spawning areas are not accessible when flows are below normal during periods of adult migration to the spawning grounds.,"Allozyme analysis of coho sampled from Fortson Creek and McGovern Creek (both North Fork Stillaguamish tributaries) in 1987 and 1989 showed no significant differences between fish from these two tributaries. They differed significantly from all other Washington coho examined but were generally similar to Skagit basin coho (David Teel, NMFS, personal communication)."
79,3070,Deer Creek Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,Included in Stillaguamish goals,This is a native stock with wild production.,Coho,Deer Creek coho were identified as a stock due to their distinct spawning distribution.,NA,Exact spawning locations within the Deer Creek drainage are unknown. Attempts to conduct spawner surveys have been unsuccessful due to poor visibility and lack of access to the creek.,No genetic analysis has been done on Deer Creek coho.
80,3080,Snohomish Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For aggregated Snohomish basin coho stocks: Critical runsize range - If Ocean Age 3 (OA3) runsize < 51,667, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 125,000, then max total exploit = 40 %.  Normal runsize ra","This is a mixed stock with wild production. Skykomish, Issaquah, Green River (Duwamish), and University of Washington hatchery-origin coho were released into the Pilchuck River system and Worthy Creek between 1952 and 1969.",Coho,Snohomish coho were identified as a stock due to their distinct spawning distribution.,"Escapement estimate is for entire Snohomish Watershed. Data is collected as cumulative fish-days counts in index reaches within the sub-basins of the Snohomish, Skykomish, and Snoqualmie rivers, plus cumulative live counts at Sunset Falls trap and haul facility. Index reaches are surveyed to count total live fish every 7 to 10 days during the coho spawning period.  Live counts are plotted against survey date to calculate area-under-the-curve (sum fish-days) for each index reach.  Total Natural Escapement estimate is determined by multiplying current year`s total fish days by the ratio of fish days the (1977 base year) to the mark-recapture estimate from the 1977 base year. Additionally, cumulative live coho passed at Sunset Falls on the South Fork Skykomish are included to make the total basin escapement estimate.","Most spawning takes place in tributaries of the Snohomish, Skykomish, and Snoqualmie rivers","Allozyme analysis of coho sampled from the Pilchuck River in 1987 showed that they were significantly different from all other Washington coho examined (David Teel, NMFS, personal communication)."
81,3090,Skykomish Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For aggregated Snohomish basin coho stocks: Critical runsize range - If Ocean Age 3 (OA3) runsize < 51,667, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 125,000, then max total exploit = 40 %.  Normal runsize ra",This is a mixed stock with composite production. Various non-native hatchery-origin coho stocks were released into the Skykomish drainage between 1952 and 1990.,Coho,Skykomish coho were identified as stock due to their distinct spawning distribution.,"Data are cumulative fish-days counts in index reaches (Foye Cr, unnamed stream 07.0820, unnamed stream 07.0822, Carpenter Cr, unnamed stream 07.0839, unnamed stream 07.0841, Deer Cr, unnamed stream 07.0979A, Lewis Cr, Bridal Veil Cr, unnamed stream 07.1248A, and unnamed stream 07.0961).",Spawning takes place throughout the Skykomish system.,"Allozyme analysis of coho sampled from Lewis Creek in the North Fork Skykomish in 1995 showed they are significantly different from other Snohomish basin coho stocks and from all other Washington coho stocks examined (David Teel, NMFS, personal communication)."
82,3100,South Fork Skykomish Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For aggregated Snohomish basin coho stocks: Critical runsize range - If Ocean Age 3 (OA3) runsize < 51,667, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 125,000, then max total exploit = 40 %.  Normal runsize ra","This is a non-native stock with wild production. Skykomish hatchery fry and fingerlings were released into the South Fork Skykomish from 1952 through 1956 and in 1958; Green River hatchery fry were released in 1952, 1957 and 1958 (WDFW and WWTIT 1994). Periodic sampling at the Sunset Falls adult trap has indicated there is very limited straying of hatchery origin coho originating from other locations into this basin (Jeff Haymes, WDFW, personal communication).",Coho,South Fork Skykomish coho were identified as a stock based on their distinct spawning distribution.,Data are counts of adult coho at the Sunset Falls adult fish trap (RM 51).,Spawning takes place in accessible waters of the South Fork Skykomish above Sunset Falls. Sunset Falls was an impassable barrier to upstream migration until a trapping and hauling program began in the mid-1950s.,No genetic analysis has been done on South Fork Skykomish coho.
83,3110,Snoqualmie Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"For aggregated Snohomish basin coho stocks: Critical runsize range - If Ocean Age 3 (OA3) runsize < 51,667, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 125,000, then max total exploit = 40 %.  Normal runsize ra",This is a mixed stock with wild production. Substantial releases of non-native hatchery coho were released into the Snoqualmie drainage between 1952 and 1972.,Coho,Snoqualmie coho were identified as a stock based on their distinct spawning distribution. Genetic analysis conducted since 1992 suggests that there are at least two coho stocks in the Snoqualmie drain,"Data are cumulative fish-days counts in index areas (Peoples Cr, Unnamed stream 07.0244, Unnamed North Fork Cherry Cr tributary 07.0247, Harris Cr, Drainage ditch 07.0285B, 07.0285C, 07.0285D, Unnamed stream 07.0286A, Langlois Cr, Unnamed stream 07.0301, Griffin Cr, Unnamed stream 07.0369, East Fork Griffin Cr, Unnamed stream 07.0372, Patterson Cr, Canyon Cr, Unnamed stream 07.0383A, Lake Cr, and Deep Cr).",Spawning takes place throughout the mainstem Snoqualmie River and tributaries downstream from Snoqualmie Falls.,"Allozyme analysis of coho sampled from Harris Creek (1987) and Grizzly Creek (mid-1990s) showed that these two collections are significantly different from one another and from all other Washington coho examined (David Teel, NMFS, personal communication)."
84,3120,Lake Washington/Sammamish Tribs Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Lake Washington without Cedar EG=13,526.  For all Lake Washington basin coho EG=16,200 adults (includes Cedar coho)","This is a mixed stock with composite production. Various non-native hatchery-origin coho stocks were released into Issaquah Creek between the early 1950s and the early 1970s. Some have probably been incorporated into the Issaquah Hatchery broodstock, the hatchery component of the stock.",Coho,Lake Washington/Sammamish Tribs coho were identified as stock based on their distinct spawning distribution.,Data are sums of cumulative fish-days for Lake Washington and Sammamish coho survey indices.,"Spawning takes place throughout the east and northwest tributaries of Lake Washington, in Sammamish River tributaries, in Lake Sammamish tributaries and in Issaquah Creek and its tributaries.",No genetic analysis has been done on Lake Washington/Sammamish Tribs coho.
85,3130,Cedar Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"Stock EG=1,848.  For all Lake Washington basin coho EG=16,200 adults",This is a mixed stock with wild production. Various non-native hatchery-origin coho were released into the Cedar drainage between 1952 and 1970.,Coho,Cedar coho were identified as stock due to their distinct spawning distribution and prolonged spawning timing within the Lake Washington watershed.,Data are cumulative fish-days for the Rock Creek and Downs Creek index areas.,Spawning takes place in the Cedar mainstem and accessible tributaries up to the Landsburg Dam.,No genetic analysis has been done on Cedar coho.
86,3140,Green River/Soos Creek Coho,Coho,Puget Sound/Strait of Georgia Coho,Not Warranted,7/6/2010,Puget Sound,No MPG Specified,"EG=8,000 adults","This is a mixed stock with composite production. Large numbers of hatchery-reared coho have been released into the Green River system since the early 1900s. The original source of hatchery broodstock was adults captured on the Green River and Soos Creek. Although various out-of-basin eggs have occasionally been imported to supplement egg takes at the Soos Creek hatchery, the hatchery stock has remained, to a very large extent, a local Soos Creek broodstock. Soos Creek, Puyallup and Issaquah hatchery-origin coho stocks have been released into Newaukum Creek.",Coho,Green River/Soos Creek coho were identified as a stock due to their distinct spawning distribution.,"Data are total escapements based on the sums of cumulative adult fish-days values for Hill, Newaukum, Spring, Cress, and North Fork Newaukum creeks indices.",Spawning takes place throughout the mainstem Green River and its accessible tributaries.,"Allozyme analysis of a large sample of Soos Creek Hatchery coho taken in the mid- 1990s shows that these fish are significantly different from all other Washington coho stocks examined. They most closely resemble the Lewis Creek (Snohomish basin) coho sample and are very dissimilar to Minter Creek Hatchery coho, another South Sound coho hatchery stock (David Teel, NMFS, personal communication)."
