Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2007,256.00,"288,856","1,128",,John Serl,03/08/2016 02:39:54 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2008,256.00,"70,172",274,,John Serl,03/08/2016 02:40:05 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2009,256.00,"195,659",764,,John Serl,03/08/2016 02:40:15 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2010,256.00,"218,570",854,,John Serl,03/08/2016 02:40:24 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2011,256.00,"393,545","1,537",,John Serl,03/08/2016 02:40:33 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2012,256.00,"169,419",662,,John Serl,03/08/2016 02:40:45 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2013,256.00,"324,284","1,267",,John Serl,03/08/2016 02:40:57 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2005,71.40,"17,412",244,,"James Lamperth, Jr",10/06/2016 11:33:28 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2006,71.40,"8,243",115,,"James Lamperth, Jr",10/06/2016 02:01:21 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2007,71.40,"10,121",142,,"James Lamperth, Jr",10/06/2016 01:20:07 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2008,71.40,"13,392",188,,"James Lamperth, Jr",10/06/2016 02:03:07 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2009,71.40,,,Did not operate trap due to funding and staffing,"James Lamperth, Jr",03/03/2016 08:12:13 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2010,71.40,"22,925",321,,"James Lamperth, Jr",10/06/2016 02:03:38 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2011,71.40,"14,878",208,,"James Lamperth, Jr",10/06/2016 02:05:56 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2012,71.40,"14,014",196,,"James Lamperth, Jr",10/06/2016 11:27:58 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2013,71.40,"15,546",218,,"James Lamperth, Jr",10/06/2016 01:45:04 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2014,71.40,"23,141",324,,"James Lamperth, Jr",10/06/2016 11:28:47 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2015,,,,Biased estimate. Not reported. NULL ,"James Lamperth, Jr",01/30/2017 09:26:52 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2016,,"7,484",,,"James Lamperth, Jr",12/22/2016 09:44:23 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2018,,"14,641",,"Website won't accept strata Coefficient of Variation values over 1, so those omitted.",Jeremy Wilson,11/21/2018 12:08:22 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1996,247.20,"6,118",25,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1997,247.20,"7,714",31,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1998,247.20,"24,505",99,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1999,247.20,"25,368",103,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2000,247.20,"26,184",106,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2001,247.20,"30,861",125,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2002,247.20,"9,300",38,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2003,247.20,"21,565",87,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2004,247.20,"23,249",94,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2005,247.20,"40,892",165,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2006,247.20,"21,064",85,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2007,247.20,"19,367",78,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2008,247.20,"10,246",41,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2009,247.20,"11,783",48,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2010,247.20,"15,671",63,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2011,247.20,"14,723",60,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2012,247.20,"18,266",74,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,2013,247.20,"14,637",59,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2005,66.00,"19,691",298,,"James Lamperth, Jr",10/06/2016 02:12:06 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2006,66.00,"12,133",184,,"James Lamperth, Jr",10/06/2016 02:24:26 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2007,66.00,"13,759",208,,"James Lamperth, Jr",10/06/2016 02:24:53 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2008,66.00,"13,260",201,,"James Lamperth, Jr",10/06/2016 02:25:40 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2009,66.00,,,Did not operate trap due to funding and staffing,"James Lamperth, Jr",03/03/2016 08:28:55 AM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2010,66.00,"37,909",574,,"James Lamperth, Jr",10/06/2016 02:26:25 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2011,66.00,"29,128",441,,"James Lamperth, Jr",10/06/2016 02:26:46 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2012,66.00,"21,227",322,,"James Lamperth, Jr",10/06/2016 02:07:55 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2013,66.00,"28,433",431,,"James Lamperth, Jr",10/06/2016 02:09:25 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2014,66.00,"37,866",574,,"James Lamperth, Jr",10/06/2016 02:09:42 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2015,,"31,912",,,,10/06/2016 02:09:59 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2016,,"39,765",,Single Partial Capture Trap,"James Lamperth, Jr",12/22/2016 10:12:36 AM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2017,,"19,095",,,"James Lamperth, Jr",01/09/2018 01:18:03 PM
Lower Columbia River,Threatened,6707,Coweeman River,Steelhead,Winter,2018,,"35,266",,"Website won't accept strata Coefficient of Variation values over 1, so those omitted.",Jeremy Wilson,11/21/2018 12:31:44 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1978,96.40,"35,166",365,,"James Lamperth, Jr",03/03/2016 08:33:48 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1979,96.40,"34,356",356,,"James Lamperth, Jr",03/03/2016 08:33:59 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1980,96.40,"23,804",247,,"James Lamperth, Jr",03/03/2016 08:34:12 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1981,96.40,"37,082",385,,"James Lamperth, Jr",03/03/2016 08:34:36 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1982,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:34:47 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1983,96.40,"43,336",450,,"James Lamperth, Jr",03/03/2016 08:34:59 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1984,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:11 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1985,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:22 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1986,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:33 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1987,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:46 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1988,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:35:57 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1989,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:36:10 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1990,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:36:23 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1991,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:36:40 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1992,96.40,"23,768",247,,"James Lamperth, Jr",03/03/2016 08:36:53 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1993,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:37:04 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1994,96.40,"26,218",272,,"James Lamperth, Jr",03/03/2016 08:37:16 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1995,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:37:27 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1996,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:37:40 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1997,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:38:17 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1998,96.40,"15,902",165,,"James Lamperth, Jr",03/03/2016 08:38:33 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,1999,96.40,"26,543",275,,"James Lamperth, Jr",10/13/2016 11:05:33 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2000,96.40,"20,301",211,,"James Lamperth, Jr",10/13/2016 11:51:20 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2001,96.40,"41,510",431,,"James Lamperth, Jr",10/13/2016 11:52:11 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2002,96.40,"25,725",267,,"James Lamperth, Jr",10/13/2016 11:55:38 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2003,96.40,,,No trapping or no estimates available,"James Lamperth, Jr",03/03/2016 08:39:44 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2004,96.40,"23,885",248,,"James Lamperth, Jr",10/13/2016 11:56:49 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2005,96.40,"20,532",213,,"James Lamperth, Jr",10/13/2016 11:57:20 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2006,96.40,"23,797",247,,"James Lamperth, Jr",10/13/2016 11:15:30 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2007,96.40,"11,931",124,Preliminary estimate,"James Lamperth, Jr",10/13/2016 11:27:32 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2008,96.40,"14,254",148,Preliminary estimate,"James Lamperth, Jr",10/13/2016 11:28:18 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2009,96.40,"27,301",283,,"James Lamperth, Jr",10/13/2016 11:59:05 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2010,96.40,"28,042",291,,"James Lamperth, Jr",10/13/2016 12:00:29 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2011,96.40,"36,558",379,,"James Lamperth, Jr",10/13/2016 12:22:59 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2013,96.40,"34,416",357,,"James Lamperth, Jr",10/06/2016 03:53:56 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2014,96.40,"89,960",933,,"James Lamperth, Jr",10/06/2016 03:54:14 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2015,96.40,"27,692",287,,"James Lamperth, Jr",10/06/2016 03:54:23 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2016,,"19,167",,,"James Lamperth, Jr",12/19/2016 01:52:28 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2017,,"14,043",,,"James Lamperth, Jr",01/10/2018 11:21:05 AM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2018,,"12,158",,,Jeremy Wilson,02/22/2019 12:26:07 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2019,,"22,654",,,Jeremy Wilson,11/21/2019 02:01:18 PM
Lower Columbia River,Threatened,6735; 6742,Kalama River,Steelhead,Summer-Winter,2020,,"18,509",,,Jeremy Wilson,12/01/2020 02:22:02 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,1998,41.00,"6,648",162,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,1999,41.00,"2,268",55,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2000,41.00,"3,114",76,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2001,41.00,"3,565",87,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2002,41.00,"2,690",66,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2003,41.00,"1,582",39,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2004,41.00,"3,260",80,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2005,41.00,"1,980",48,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2006,41.00,"1,815",44,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2007,41.00,"1,642",40,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2008,41.00,,,No Trapping,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2009,41.00,"2,454",60,Data analysis not complete,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2010,41.00,"1,847",45,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2011,41.00,"1,865",45,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2012,41.00,"1,343",33,Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6749,Cedar Creek,Steelhead,Winter,2013,41.00,"2,416",59,Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,1996,,812,,,,09/27/2016 10:37:06 AM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,1998,,"1,492",,,Patrick Cochran,03/07/2016 02:51:27 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,1999,,"1,375",,,Patrick Cochran,03/07/2016 02:51:40 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2000,,715,,,Patrick Cochran,03/07/2016 02:51:59 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2001,,966,,,Patrick Cochran,03/07/2016 02:52:09 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2002,,625,,,Patrick Cochran,03/07/2016 02:52:31 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2003,,916,,,Patrick Cochran,03/07/2016 02:52:43 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2004,,"1,438",,,Patrick Cochran,03/07/2016 02:52:56 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2005,,"1,410",,,Patrick Cochran,03/07/2016 02:53:07 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2006,,961,,,Patrick Cochran,03/07/2016 02:53:21 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2007,,"1,104",,,Patrick Cochran,03/07/2016 02:53:31 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2008,,636,,,Patrick Cochran,03/07/2016 02:53:43 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2009,,"1,096",,,Patrick Cochran,03/07/2016 02:53:59 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2010,,976,,,Patrick Cochran,03/07/2016 02:54:18 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2011,,"1,200",,,Patrick Cochran,03/07/2016 02:54:28 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2012,,706,,,Patrick Cochran,03/07/2016 02:54:39 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2013,,"1,286",,,Patrick Cochran,03/07/2016 02:54:51 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2014,,835,,Wind river juvenile trap system on Panther Creek,Patrick Cochran,03/07/2016 02:55:03 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2015,,"1,283",,,Patrick Cochran,01/23/2017 03:01:51 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2016,,728,,,Patrick Cochran,01/23/2017 03:02:21 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2017,,"1,060",,,Patrick Cochran,01/11/2018 10:13:23 AM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2018,,760,,,Patrick Cochran,03/20/2019 02:27:09 PM
Lower Columbia River,Threatened,6805,Panther Creek,Steelhead,Summer-Winter,2019,,814,,,Patrick Cochran,03/03/2020 12:55:23 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1995,,"2,461",,,,09/27/2016 10:36:51 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1996,,"1,093",,,,09/27/2016 10:41:05 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1997,,"2,874",,,,09/27/2016 10:45:39 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1998,,"4,046",,,Patrick Cochran,03/07/2016 02:55:32 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,1999,,"3,525",,,Patrick Cochran,03/07/2016 02:55:56 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2000,,"1,321",,,Patrick Cochran,03/07/2016 02:56:25 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2001,,"2,071",,,Patrick Cochran,03/07/2016 02:56:37 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2002,,704,,,Patrick Cochran,03/07/2016 02:56:50 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2003,,"2,391",,,Patrick Cochran,03/07/2016 02:57:03 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2004,,"1,840",,,Patrick Cochran,03/07/2016 02:57:14 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2005,,"3,786",,,Patrick Cochran,03/07/2016 02:57:27 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2006,,"1,428",,,Patrick Cochran,03/07/2016 02:57:38 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2007,,"1,514",,,Patrick Cochran,03/07/2016 02:57:49 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2008,,"1,486",,,Patrick Cochran,03/07/2016 02:58:01 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2009,,"2,675",,,Patrick Cochran,03/07/2016 02:58:14 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2010,,"2,645",,,Patrick Cochran,03/07/2016 02:58:26 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2011,,"2,651",,,Patrick Cochran,03/07/2016 02:58:39 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2012,,"1,791",,,Patrick Cochran,03/07/2016 02:58:58 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2013,,"2,731",,,Patrick Cochran,03/07/2016 02:59:10 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2014,,"3,984",,Wind river trap and project,Patrick Cochran,03/07/2016 02:59:21 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2015,,"4,277",,,Patrick Cochran,02/04/2019 02:32:52 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2016,,"2,344",,,Patrick Cochran,01/23/2017 03:02:37 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2017,,"2,659",,,Patrick Cochran,01/11/2018 10:10:47 AM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2018,,"3,255",,,Patrick Cochran,03/20/2019 02:27:22 PM
Lower Columbia River,Threatened,6805,Trout Creek,Steelhead,Summer-Winter,2019,,"3,503",,,Patrick Cochran,03/03/2020 12:52:25 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,1998,,"2,598",,,Patrick Cochran,03/07/2016 02:59:36 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,1999,,"1,251",,,Patrick Cochran,03/07/2016 02:59:51 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2000,,"1,678",,,Patrick Cochran,03/07/2016 03:00:07 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2001,,"1,828",,,Patrick Cochran,03/07/2016 03:00:21 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2002,,986,,,Patrick Cochran,03/07/2016 03:01:41 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2003,,"1,578",,,Patrick Cochran,03/07/2016 03:01:54 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2004,,"2,279",,,Patrick Cochran,03/07/2016 03:02:05 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2005,,"3,634",,,Patrick Cochran,03/07/2016 03:02:17 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2006,,"2,045",,,Patrick Cochran,03/07/2016 03:02:30 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2007,,"1,520",,,Patrick Cochran,03/07/2016 03:02:47 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2008,,806,,,Patrick Cochran,03/07/2016 03:02:59 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2009,,"1,458",,,Patrick Cochran,03/07/2016 03:03:15 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2010,,"2,074",,,Patrick Cochran,03/07/2016 03:03:40 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2011,,"1,430",,,Patrick Cochran,03/07/2016 03:03:27 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2012,,776,,,Patrick Cochran,09/27/2016 11:19:39 AM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2013,,"1,461",,,Patrick Cochran,03/07/2016 03:04:07 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2014,,"1,372",,,Patrick Cochran,03/07/2016 03:04:20 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2015,,"3,807",,,Patrick Cochran,01/23/2017 03:04:16 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2016,,"1,319",,,Patrick Cochran,01/23/2017 03:02:54 PM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2017,,"1,338",,,Patrick Cochran,01/11/2018 10:15:07 AM
Lower Columbia River,Threatened,6805,Upper Wind,Steelhead,Summer-Winter,2018,,"1,347",,,Patrick Cochran,03/20/2019 02:26:56 PM
